M13,Build ID: 2000012520,0.065,8.71678494262,0.0834358974358974,10.5739579651227,0.012025641025641,1.52819694680634,0.190794871794872,30.527736916171,0.332564102564103,48.6533232292797,0.683820512820513,70.1655423571133,0.949230769230769
Daily_013100,Build ID: 2000012520,0.0685641025641026,11.1327019634267,0.0802307692307692,13.0966963672101,0.0172051282051282,-1.6814664837243,0.177538461538462,33.9513707011197,0.255615384615385,43.5006974519685,0.599153846153846,70.461621761018,0.862487179487179
Daily_021300,Build ID: 1999122808,0.0790526315789474,12.2242476700392,0.0707894736842105,11.4505980013473,0.0740263157894737,12.7807340144142,0.130815789473684,20.4483405092541,0.282184210526316,43.096079804945,0.636868421052632,72.9553000180484,0.876289473684211
Daily_021700,Build ID: 1999122808,0.0753421052631579,13.3645939133695,0.0658157894736842,11.7344445823708,0.0620263157894737,10.9842402122986,0.137842105263158,24.0825626142209,0.266131578947368,39.83415867774,0.607157894736842,71.7470910759753,0.824052631578947
DAILY_0225,Build ID: 2000022508,0.0799166666666667,13.0620532439829,0.0776388888888889,13.5038088751528,0.0625555555555555,10.2806285324811,0.145472222222222,23.3707487727056,0.287361111111111,39.7827605756772,0.652944444444444,73.6621158482386,0.869444444444444
Daily_0302,Build ID: 2000022708,0.0724736842105263,12.0422073019793,0.0666578947368421,12.041262097823,0.0534210526315789,9.09569021677337,0.140315789473684,25.3765883986768,0.318236842105263,41.4442519847482,0.651105263157895,72.4843678765371,0.862289473684211
Daily_0308,Build ID: 2000022708,0.0679473684210526,12.7530659292828,0.0642368421052631,12.2134902477583,0.0596315789473684,11.7847783022396,0.143184210526316,27.4570259066089,0.194447368421053,35.7916396141103,0.529447368421053,67.7350298050887,0.773526315789474
Daily-0317,Build ID: 2000030708,0.0777631578947368,13.159609796224,0.0725526315789474,12.5387503518837,0.0522105263157895,9.0852070983855,0.147684210526316,25.6324432526863,0.210578947368421,36.9524105534518,0.560789473684211,70.3644409342842,0.775868421052632
Daily_0324,Build ID: 2000030708,0.0690789473684211,12.5176314606271,0.0584473684210526,10.4774902241189,0.0596578947368421,10.6719233121621,0.144394736842105,26.5940488081289,0.207289473684211,37.1073272475945,0.538868421052632,67.3490115833866,0.787368421052632
Daily_0407,Build ID: 2000030708,0.0711842105263158,13.9623978428014,0.0634473684210526,12.3347765142766,0.0530263157894737,10.5975710380977,0.134921052631579,26.7679313591189,0.171894736842105,33.7057442983371,0.494473684210526,67.6698898715829,0.708078947368421
Daily_0414,Build ID: 2000030708,0.0707894736842105,12.1905570874055,0.0646315789473684,11.7717362150725,0.0477894736842105,8.7876224657195,0.209315789473684,36.9379061727671,0.158342105263158,27.6805991116666,0.550868421052632,69.9641294496408,0.860657894736842
